orphacode,Prevalence,Inheritance,Age of onset,Synonym
370097,<1 / 1 000 000,Autosomal recessive,"Infancy, Neonatal",OCA6
370114,-, - ,,
370109,-,Autosomal recessive,,v-AT
370131,<1 / 1 000 000,Autosomal dominant,No data available,
370106,-, - ,,
370127,<1 / 1 000 000, - ,"Infancy, Neonatal",Medich macrothrombocytopenia
370348,Unknown,Not applicable,"Adolescent, Adult, Childhood",Peripheral neuroepithelioma
370396,<1 / 1 000 000,Not applicable,"Adolescent, Adult, Childhood, Infancy",SCCO
370334,-,Not applicable,"Adolescent, Adult, Childhood",EOE
370921,<1 / 1 000 000,Autosomal recessive,"Infancy, Neonatal",CDG syndrome type Iw
370924,<1 / 1 000 000,Autosomal recessive,"Infancy, Neonatal",CDG syndrome type Ix
370930,<1 / 1 000 000,Autosomal recessive,"Infancy, Neonatal",
370938,-, - ,,
370933,-,Autosomal recessive,,ST3GAL5-CDG
370927,<1 / 1 000 000,X-linked recessive,"Infancy, Neonatal",CDG syndrome type Iy
370953,-, - ,,CMD due to dystroglycanopathy
370943,<1 / 1 000 000,Autosomal recessive,"Infancy, Neonatal",SLC35A3-CDG
370968,Not yet documented,Autosomal recessive,"Infancy, Neonatal",CMD with intellectual disability
371007,<1 / 1 000 000, - ,Neonatal,CMDH
370997,<1 / 1 000 000,Autosomal recessive,Infancy,MEB disease with bilateral multicystic leucodystrophy
371024,-, - ,,Dystroglycanopathy
370959,-,Autosomal recessive,"Infancy, Neonatal",CMD with cerebellar involvement
370980,Unknown,Autosomal recessive,"Infancy, Neonatal",Congenital muscular dystrophy-dystroglycanopathy without intellectual disability
371040,-, - ,,Primary alpha-dystroglycanopathy
371064,-, - ,,OBSOLETE: Non-X-linked CDG with intellectual disability as a major feature
371157,-, - ,,CDG with hepatic involvement
371071,-, - ,,CDG with epilepsy as a major feature
371183,-, - ,,CDG with cardiac malformation as a major feature
371176,-, - ,,CDG with dilated cardiomyopathy
371188,-, - ,,CDG with intestinal involvement
371054,-, - ,,OBSOLETE: X-linked CDG with intellectual disability as a major feature
371047,-, - ,,CDG with neurological involvement
371212,-, - ,,Congenital disorder of glycosylation with hearing loss as a major feature
371235,-, - ,,CDG with developmental anomaly
371200,-, - ,,CDG with skin involvement
371207,-, - ,,CDG with nephropathy as a major feature
371195,-, - ,,CDG-related bone disorder
371364,Unknown,Autosomal recessive,"Infancy, Neonatal",Infantile hypotonia-psychomotor retardation-characteristic facies syndrome
371433,-, - ,,
371428,Unknown,Autosomal recessive,"Childhood, Infancy",MONA spectrum
371439,-, - ,,
371442,-, - ,,
371445,-, - ,,
391307,<1 / 1 000 000,Autosomal recessive,"Infancy, Neonatal",
391311,-,Autosomal recessive,,STAT1 deficiency
376724,-, - ,,
371436,-, - ,,
371861,-, - ,,
391316,<1 / 1 000 000,Autosomal recessive,"Infancy, Neonatal",
391320,<1 / 1 000 000,Autosomal dominant,Childhood,Factor V East Texas bleeding disorder
391327,<1 / 1 000 000,X-linked recessive,"Infancy, Neonatal",
391330,<1 / 1 000 000,X-linked recessive,Childhood,
391343,<1 / 1 000 000,Autosomal recessive,Childhood,
391351,<1 / 1 000 000,Autosomal recessive,Childhood,CMT4K
391372,<1 / 1 000 000,Autosomal dominant,"Infancy, Neonatal",FOXP1-retaled intellectual disability-severe speech delay-mild dysmorphism syndrome
391348,<1 / 1 000 000,Autosomal recessive,"Infancy, Neonatal",
391366,<1 / 1 000 000,Autosomal recessive,"Infancy, Neonatal",
391376,<1 / 1 000 000,Autosomal recessive,"Infancy, Neonatal",Asparagine synthetase deficiency
391381,-, - ,,
391384,<1 / 1 000 000,Autosomal dominant,"Infancy, Neonatal",FEPS
391397,<1 / 1 000 000,Autosomal dominant,"Infancy, Neonatal",CIP with hyperhidrosis and gastrointestinal dysfunction
391389,<1 / 1 000 000,Autosomal dominant,"Infancy, Neonatal",
391411,<1 / 1 000 000,"Autosomal recessive, Not applicable","Adolescent, Adult",
391392,<1 / 1 000 000,Autosomal dominant,"Infancy, Neonatal",
391408,<1 / 1 000 000,Autosomal recessive,"Adolescent, Childhood",
391417,<1 / 1 000 000,X-linked dominant,"Childhood, Infancy, Neonatal",2-methyl-3-hydroxybutyric aciduria
391428,-,X-linked dominant,"Infancy, Neonatal","2-methyl-3-hydroxybutyric aciduria, classic type"
391474,Unknown,Autosomal recessive,Neonatal,Frontonasal dysplasia type 1
391490,1-5 / 10 000,"Multigenic/multifactorial, Not applicable",Adult,Adult-onset acquired myasthenia
391487,<1 / 1 000 000,Autosomal dominant,Infancy,
391479,-, - ,,OBSOLETE: Syndromic median cleft syndrome
391457,<1 / 1 000 000,X-linked dominant,"Infancy, Neonatal","2-methyl-3-hydroxybutyric aciduria, neonatal type"
391641,<1 / 1 000 000,Autosomal dominant,"Antenatal, Neonatal",Brunner-Winter syndrome type 1
391651,-, - ,All ages,
391504,Unknown,Not applicable,"Antenatal, Neonatal",NMG
391655,1-9 / 100 000,Not applicable,"Adult, Elderly",
391658,-, - ,,
391665,1-9 / 1 000 000,"Autosomal dominant, Autosomal recessive",Neonatal,HoFH
391673,1-5 / 10 000,Not applicable,Neonatal,
391497,Unknown,Not applicable,"Adolescent, Childhood, Infancy, Neonatal",Childhood myasthenia gravis
391646,<1 / 1 000 000,Autosomal dominant,"Antenatal, Neonatal",Brachydactyly-short stature-microcephaly syndrome
391677,<1 / 1 000 000,Autosomal recessive,"Infancy, Neonatal",SOPH syndrome
394529,-,Autosomal recessive,"Infancy, Neonatal","MAD deficiency, severe neonatal type"
394532,-,Autosomal recessive,,"MAD deficiency, mild type"
397587,Unknown,Not applicable,"Adult, Childhood",Disseminated granulomatous dermatophytosis
391711,-, - ,,
391723,-, - ,"Adult, Elderly",Appendiceal mucinous adenocarcinoma
397590,<1 / 1 000 000,Autosomal dominant,"Antenatal, Neonatal",
391799,-, - ,,Rare genetic dystonic disorder
397596,Unknown,Autosomal dominant,"Adult, Childhood, Infancy",PASLI
397593,<1 / 1 000 000,Autosomal recessive,Neonatal,
397618,<1 / 1 000 000,Autosomal recessive,Neonatal,FHONDA syndrome
397623,<1 / 1 000 000,Autosomal recessive,Neonatal,SAMS syndrome
397606,<1 / 1 000 000,Autosomal dominant,Adult,Prion protein systemic amyloidosis
397615,<1 / 1 000 000,Autosomal recessive,Childhood,
397685,Unknown,Autosomal dominant,Adult,Familial isolated prolactin receptor deficiency
397612,<1 / 1 000 000,Autosomal recessive,Neonatal,
397695,-, - ,,Del(3)(q27.3)
397692,Unknown,"Autosomal dominant, Autosomal recessive",Childhood,
397725,<1 / 1 000 000,Autosomal recessive,Childhood,CoPAN
397735,<1 / 1 000 000,Autosomal dominant,Adult,Autosomal dominant Charcot-Marie-Tooth disease type 2 due to MARS mutation
397709,<1 / 1 000 000,Autosomal recessive,Infancy,Autosomal recessive spinocerebellar ataxia type 20
397744,<1 / 1 000 000,Autosomal dominant,Childhood,Peripheral neuropathy-myopathy-hoarseness-deafness syndrome
397715,<1 / 1 000 000,Autosomal recessive,Neonatal,JBTS with JATD
397758,<1 / 1 000 000,Autosomal dominant,Adult,Retinal dystrophy with inner nuclear layer and ganglion cell anomalies
397750,<1 / 1 000 000,Mitochondrial inheritance,"Adolescent, Adult",
397787,<1 / 1 000 000,Autosomal recessive,Infancy,CID due to IKBKB deficiency
397755,<1 / 1 000 000,Autosomal dominant,All ages,
397922,<1 / 1 000 000,X-linked recessive,Infancy,Cerebro-cutaneous syndrome with iron overload
397802,-, - ,,
397927,<1 / 1 000 000,Autosomal recessive,"Antenatal, Neonatal",
397933,<1 / 1 000 000,X-linked recessive,"Infancy, Neonatal",IQSEC2-related syndromic intellectual disability
397937,<1 / 1 000 000,Autosomal recessive,"Adolescent, Childhood",PGBM1
397951,<1 / 1 000 000,Autosomal recessive,Infancy,
397941,<1 / 1 000 000,Autosomal recessive,"Childhood, Infancy",Congenital disorder of glycosylation type 2 due to MAN1B1 deficiency
397959,<1 / 1 000 000,Autosomal recessive,Infancy,TCR-alpha-beta+ T-cell deficiency
397964,<1 / 1 000 000,Autosomal recessive,Infancy,
397968,<1 / 1 000 000,Autosomal recessive,Infancy,CMT2R
397973,<1 / 1 000 000,Autosomal recessive,Neonatal,MOMES syndrome
398058,-, - ,Elderly,Penile squamous cell carcinoma
398053,-, - ,Elderly,Penile adenocarcinoma
398063,Unknown,Not applicable,All ages,Refractory CD
398069,<1 / 1 000 000,Not applicable,"Antenatal, Neonatal",SYS
398079,<1 / 1 000 000,Autosomal dominant,"Antenatal, Infancy, Neonatal",SIM1-related PWLS
397946,<1 / 1 000 000,"Autosomal dominant, Autosomal recessive","Adolescent, Adult, Childhood, Elderly, Infancy",SPAX2
398091,-, - ,Neonatal,Transplacentally acquired neonatal autoimmune disease
398109,<1 / 1 000 000, - ,Neonatal,Neonatal AHA
398097,<1 / 1 000 000, - ,Neonatal,Neonatal Hughes syndrome
398088,<1 / 1 000 000,Autosomal dominant,Neonatal,
398043,-, - ,Elderly,Cancer of penis
398073,Unknown, - ,Neonatal,PWS-like
398117,<1 / 1 000 000, - ,Neonatal,Neonatal DM
398127,<1 / 1 000 000, - ,Neonatal,
398124,-,Not applicable,Neonatal,
398147,Unknown, - ,Adult,AFP
398156,<1 / 1 000 000,Unknown,Neonatal,OAFNS
398189,<1 / 1 000 000,Autosomal recessive,"Antenatal, Neonatal",FFDD type IV
398166,<1 / 1 000 000,"Autosomal dominant, Autosomal recessive","Antenatal, Neonatal",FFDD
398173,<1 / 1 000 000,Autosomal dominant,"Antenatal, Neonatal",FFDD type II
398980,-, - ,,OBSOLETE: PPSPC
398934,-, - ,Adult,Epithelial cancer of ovary
398940,-, - ,Adult,Non-epithelial cancer of ovary
398987,Unknown,Unknown,"Adolescent, Adult, Childhood, Infancy",Immature teratoma of ovary
398971,-, - ,Adult,Ovarian clear cell adenocarcinoma
398961,-, - ,Adult,Ovarian mucinous adenocarcinoma
399096,<1 / 1 000 000,Autosomal recessive,"Adolescent, Adult",MMD3
399081,<1 / 1 000 000,Autosomal dominant,"Adolescent, Childhood",
399058,<1 / 1 000 000,Autosomal dominant,Adult,Alpha-B crystallin-related late-onset distal myopathy
399086,<1 / 1 000 000, - ,Adult,Distal myopathy type 3
399103,<1 / 1 000 000,Autosomal recessive,"Adolescent, Adult, Childhood, Infancy",Nebulin-related early-onset distal myopathy
420728,<1 / 1 000 000,Autosomal recessive,Infancy,COXPD20
420733,<1 / 1 000 000,Autosomal recessive,Neonatal,COXPD21
420755,-, - ,,
420789,<1 / 1 000 000,Not applicable,"Adult, Elderly",Anti-IgLON5 syndrome
420741,<1 / 1 000 000,Autosomal recessive,"Adolescent, Infancy",RNF168 deficiency
420794,<1 / 1 000 000,Autosomal recessive,"Antenatal, Infancy, Neonatal",Short stature-kyphosis-hypoplasia of basal ilia-cone epiphyses-facial dysmorphism syndrome
422526,Unknown,Unknown,Adult,Hereditary clear cell renal cell adenocarcinoma
422519,-, - ,,OBSOLETE: PHGDH deficiency
423306,<1 / 1 000 000,Autosomal recessive,"Infancy, Neonatal",
423296,<1 / 1 000 000,Autosomal dominant,Adult,SCA38
423275,<1 / 1 000 000,Autosomal dominant,Adult,SCA40
423461,1-5 / 10 000,Autosomal recessive,"Adolescent, Adult, Childhood, Infancy, Neonatal",ML 3 alpha/beta
423454,<1 / 1 000 000,Autosomal recessive,Infancy,Ectodermal dysplasia-short stature syndrome
423384,<1 / 1 000 000,Autosomal recessive,"Infancy, Neonatal",Severe congenital neutropenia due to jagunal homolog 1 deficiency
423470,Unknown,Autosomal recessive,,ML 3 gamma
423479,<1 / 1 000 000,X-linked recessive,"Antenatal, Neonatal",X-linked intellectual disability-limb spasticity-retinal dystrophy-diabetes insipidus syndrome
423668,-, - ,,
423655,-, - ,"Antenatal, Childhood, Infancy, Neonatal",
423662,-, - ,,
423693,-,Multigenic/multifactorial,,DORV with subaortic or doubly committed VSD
423712,-,Multigenic/multifactorial,,"DORV with atrioventricular septal defect, pulmonary stenosis, heterotaxy"
423717,-,Not applicable,,
423771,-, - ,,Rare gastric carcinoma
423786,-,Not applicable,Adult,Undifferentiated gastric carcinoma
423781,-, - ,,"OBSOLETE: Gastric carcinoma, salivary gland type"
423776,-, - ,,Hereditary cancer of stomach
423793,-, - ,,Rare tumor of small bowel
423894,<1 / 1 000 000,Autosomal recessive,"Antenatal, Infancy, Neonatal",
423798,-, - ,,Mesenchymal tumor of small bowel
423968,-,Not applicable,"Adult, Elderly",Squamous cell carcinoma of the small bowel
423975,-, - ,,NET of the small intestine
423957,-, - ,,Rare carcinoma of small bowel
423982,-, - ,,Appendiceal epithelial tumor
423991,-, - ,,
423994,-,Not applicable,Adult,
423998,-, - ,,Rare rectal epithelial tumor
424002,-,Not applicable,Adult,Rectal squamous cell carcinoma
424010,-, - ,,
424013,-, - ,,
424027,<1 / 1 000 000,Autosomal recessive,"Adolescent, Childhood",EPM8
424019,-,Not applicable,Adult,
424016,-,Not applicable,Adult,
424039,-,Not applicable,Adult,Pancreatic squamous cell carcinoma
424033,-, - ,,Rare pancreatic epithelial tumor
424046,-,Not applicable,Adult,Pancreatic acinar cell carcinoma
424053,Unknown,Not applicable,Adult,Pancreatic mucinous cystadenocarcinoma
424073,-,Not applicable,Adult,Pancreatic serous cystadenocarcinoma
424107,<1 / 1 000 000,Autosomal recessive,"Infancy, Neonatal",
424099,<1 / 1 000 000,"Autosomal dominant, Autosomal recessive","Antenatal, Neonatal",Microphthalmia-coloboma-rhizomelic skeletal dysplasia
424065,-,Not applicable,Adult,SPN
424261,<1 / 1 000 000,Autosomal recessive,"Adolescent, Childhood",TOR1AIP1-related LGMD
424080,-,Not applicable,Adult,OGCT of pancreas
424925,-, - ,,
424058,-,Not applicable,Adult,Pancreatic intraductal papillary mucinous carcinoma
424970,-,Not applicable,Adult,Undifferentiated carcinoma of liver and IBT
424943,-,Not applicable,Adult,Adenocarcinoma of the liver and IBT
424975,-,Not applicable,Adult,Squamous cell carcinoma of liver and IBT
424982,-,Not applicable,Adult,Intrahepatic bile duct cystadenocarcinoma
424933,-, - ,,Rare malignant epithelial tumor of liver and IBT
424991,-,Not applicable,Adult,Adenocarcinoma of the gallbladder and EBT
424996,-,Not applicable,Adult,Squamous cell carcinoma of gallblader and EBT
424936,-, - ,,Carcinoma of liver and IBT
425003,-, - ,,
431149,<1 / 1 000 000,Autosomal recessive,Childhood,Combined immunodeficiency with childhood-onset Kaposi sarcoma
425368,-, - ,,Rare epithelial tumor of small bowel
425120,<1 / 1 000 000,Autosomal dominant,Infancy,SAVI
431166,<1 / 1 000 000,Autosomal recessive,Infancy,Primary immunodeficiency with post-MMR vaccine viral infection
431156,-, - ,,
431255,<1 / 1 000 000,Autosomal dominant,"Childhood, Infancy, Neonatal","Neurogenic scapuloperoneal amyotrophy, New England type"
431263,-, - ,,"Late-onset scapuloperoneal syndrome, myopathic type"
431140,<1 / 1 000 000,X-linked recessive,"Antenatal, Neonatal",X-linked colobomatous microphthalmia-microcephaly-short stature-psychomotor retardation syndrome
431272,<1 / 1 000 000,X-linked dominant,Adult,X-linked SPMD
431329,<1 / 1 000 000,Autosomal recessive,Infancy,SPG57
431320,-, - ,,SPOAN and SPOAN-related disorder
431347,-,Not applicable,,Vesicourachal diverticulum
431341,Unknown,Not applicable,Neonatal,
431344,Unknown,Not applicable,"Infancy, Neonatal",
431353,-, - ,All ages,
431361,<1 / 1 000 000,Autosomal recessive,"Infancy, Neonatal","2,4-dienoyl-CoA reductase deficiency"
435329,Unknown,Autosomal dominant,"Adolescent, Adult, Childhood",Multiple ossifying fibroma
434179,<1 / 1 000 000,Autosomal recessive,"Antenatal, Neonatal",Microcephaly-cerebral malformation-orofaciodigital syndrome
434809,-, - ,Neonatal,
434786,-, - ,,
435372,-,Not applicable,"Adolescent, Antenatal, Childhood, Infancy, Neonatal",
435387,<1 / 1 000 000,Autosomal dominant,"Adult, Childhood",CMT2 due to VCP mutation
435365,-, - ,,LUTO
435561,-, - ,,
435438,<1 / 1 000 000,Autosomal dominant,Childhood,EPM7
435564,-, - ,,
435554,-, - ,,
435609,-, - ,,
435623,-, - ,,OBSOLETE: Congenital absence of toes
435628,<1 / 1 000 000,"Autosomal dominant, Not applicable",Neonatal,Generalized lipodystrophy-progeroid features-severe intellectual disability syndrome
435651,<1 / 1 000 000,Autosomal recessive,Adolescent,FPLD5
435638,<1 / 1 000 000,Not applicable,"Infancy, Neonatal",Del(3)p(25.3)
435660,<1 / 1 000 000,Autosomal recessive,Adult,FPLD6
435804,<1 / 1 000 000,Autosomal dominant,"Adolescent, Childhood",
435808,-, - ,,
435743,-, - ,"Antenatal, Neonatal",
435603,-, - ,,
435819,<1 / 1 000 000,Autosomal dominant,Adult,CMT2 due to TFG mutation
435845,<1 / 1 000 000,Autosomal recessive,Neonatal,Lethal neonatal rigidity-multifocal seizure syndrome
435606,-, - ,,
435934,<1 / 1 000 000,Autosomal recessive,Infancy,COG2-related congenital disorder of glycosylation
435612,-, - ,,
435930,<1 / 1 000 000,Autosomal recessive,Neonatal,
435953,<1 / 1 000 000,Autosomal recessive,"Adolescent, Childhood",Ruijs-Aalfs syndrome
435988,<1 / 1 000 000,Autosomal recessive,"Adolescent, Adult, Childhood",CAID syndrome
435938,<1 / 1 000 000,X-linked recessive,"Antenatal, Neonatal",
436151,-, - ,,SETBP1 haploinsufficiency disorder
436159,<1 / 1 000 000,Autosomal dominant,"Adolescent, Adult, Childhood",ALPS due to CTLA4 haploinsuffiency
436166,<1 / 1 000 000,Autosomal dominant,Neonatal,NLRC4-related autoinflammatory syndrome with MAS
436141,<1 / 1 000 000,Autosomal recessive,"Infancy, Neonatal",Severe intellectual disability-hypotonia-strabismus-coarse face-planovalgus syndrome
436003,<1 / 1 000 000,Unknown,"Antenatal, Neonatal",5q23 microdeletion syndrome
436144,<1 / 1 000 000,Autosomal dominant,"Antenatal, Neonatal",
435998,<1 / 1 000 000,Autosomal recessive,Childhood,RI-CMT type D
436169,<1 / 1 000 000,Autosomal dominant,All ages,THBD-related bleeding disorder
436242,<1 / 1 000 000,Autosomal dominant,Adult,
436182,<1 / 1 000 000,Autosomal recessive,"Childhood, Infancy, Neonatal",
436174,<1 / 1 000 000,Autosomal recessive,"Childhood, Infancy",CAGSSS
436245,<1 / 1 000 000,Autosomal recessive,Childhood,Retinal dystrophy-juvenile cataract-short stature syndrome
436271,-,Autosomal recessive,Childhood,
436252,-,Autosomal recessive,Neonatal,CID-MIA/early-onset IBD
436274,<1 / 1 000 000,Autosomal recessive,"Adolescent, Adult, Childhood",PXE-like syndrome with retinitis pigmentosa
437552,<1 / 1 000 000,Autosomal recessive,"Childhood, Infancy, Neonatal",Autosomal recessive primary immunodeficiency with defective spontaneous NK cell cytotoxicity
437572,-, - ,,OBSOLETE: MYH7-related late-onset SPMD
438072,-, - ,,
438075,<1 / 1 000 000,"Autosomal dominant, Autosomal recessive","Childhood, Infancy",
438114,<1 / 1 000 000,Autosomal recessive,"Infancy, Neonatal",
438117,<1 / 1 000 000,Autosomal recessive,"Infancy, Neonatal",Bilateral hip and radial head dislocations-short stature-scoliosis-carpal coalitions-pes cavus-facial dysmorphism syndrome
438178,<1 / 1 000 000,Autosomal recessive,"Infancy, Neonatal",PFCRD
438134,<1 / 1 000 000,Autosomal recessive,"Infancy, Neonatal",
438159,<1 / 1 000 000,Autosomal dominant,"Childhood, Infancy",
438207,<1 / 1 000 000,Autosomal recessive,Infancy,
438266,Unknown,Not applicable,"Adult, Infancy",PERM
438274,<1 / 1 000 000,Autosomal recessive,Adult,Mahvash disease
438213,<1 / 1 000 000,"Autosomal dominant, Not applicable, Unknown","Infancy, Neonatal",
